,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,carAge,price_per_kilometer
213,Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21,1197,83,5,7,166.0
214,Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14,2179,147,7,8,13.333333333333334
215,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19,796,46,5,14,6.4
216,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25,799,53,5,7,11.166666666666666
217,Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20,1198,67,5,8,4.1125
218,Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24,1248,88,5,8,10.333333333333334
219,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20,1197,81,5,5,16.375
220,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22,796,47,5,10,6.125
221,Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17,1197,80,5,13,2.956989247311828
222,Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17,1193,88,5,7,8.666666666666666
223,Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,19,1430,87,5,17,1.0833333333333333
224,Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16,1498,97,5,11,14.864864864864865
225,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17,1497,121,5,7,60.666666666666664
226,Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19,1198,67,5,10,3.75
227,Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20,998,67,5,9,2.5
228,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12,2696,162,7,12,12.857142857142858
229,Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17,1493,100,7,12,2.5
230,Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21,1248,73,5,15,2.272727272727273
231,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19,1582,126,5,8,29.72972972972973
232,Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,25,799,53,5,9,6.136363636363637
233,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20,1248,88,7,10,8.0
234,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15,2179,140,7,10,5.2
235,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,15,1196,73,5,8,30.370296296296296
236,Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17,1086,62,5,14,2.2
237,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13,1495,94,5,18,0.6666666666666666
238,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15,2179,140,7,13,4.458333333333333
239,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,12,2494,100,7,12,10.0
240,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,23,1248,74,5,12,7.857142857142857
241,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19,1199,88,5,6,45.333333333333336
242,Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,16,3.7735849056603774
243,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23,1248,74,5,11,4.166666666666667
244,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24,1248,88,7,9,14.285714285714286
245,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14,1341,82,5,17,0.9166666666666666
246,Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18,1197,80,5,13,3.2
247,Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,19,1430,87,5,20,0.6818181818181818
248,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,20,1197,83,5,10,3.5
249,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19,1405,70,5,12,1.0461538461538462
250,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,22,1396,88,5,8,20.512820512820515
251,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,26,1248,74,5,8,6.666666666666667
252,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17,2179,153,7,8,27.6
253,Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17,1497,121,8,6,32.5
254,Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,22,1582,126,5,12,5.72972972972973
255,Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,23,1248,74,5,13,2.278481012658228
256,Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,19,1248,73,5,13,2.5833333333333335
257,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26,1498,98,5,10,14.5
258,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19,1248,73,5,13,3.090909090909091
259,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25,1186,73,5,8,275.0
260,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11,2982,171,7,14,6.3535911602209945
261,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27,1047,69,5,9,5.428571428571429
262,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17,1498,99,5,12,3.888888888888889
263,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6,305.0
264,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20,1197,83,5,10,26.25
265,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12,2494,102,7,14,4.0
266,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16,2498,105,6,8,22.285714285714285
267,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19,1248,73,5,13,1.6580310880829014
268,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,20,1197,81,5,11,4.6875
269,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19,1198,67,5,6,7.5
270,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22,1396,88,5,10,7.142857142857143
271,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12,2179,120,9,14,3.3017865607479693
272,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14,2956,69,7,10,6.666666666666667
273,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27,1047,69,5,8,2.9166666666666665
274,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,17,1193,88,5,10,9.5
275,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13,1495,94,5,17,1.2079726890756302
276,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19,1198,86,5,11,10.141373777737414
277,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18,1197,82,5,10,7.373578802150231
278,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21,1248,88,5,13,4.833333333333333
279,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19,796,46,5,20,2.4444444444444446
280,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11,2179,138,7,14,5.625
281,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13,2523,63,7,16,2.3529411764705883
282,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13,2523,63,7,18,1.0101495983452788
283,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17,2143,170,5,7,576.7301905717152
284,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,16,796,34,8,9,6.285714285714286
285,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18,1197,82,5,8,12.857142857142858
286,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16,1197,78,5,12,5.8
287,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,20,1197,81,5,9,26.0
288,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16,1197,78,5,14,13.25
289,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18,1197,85,5,13,6.6
290,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,15,2523,62,7,11,4.249991666666666
291,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,17,1591,121,5,11,7.142857142857143
292,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,17,1197,81,5,10,10.5
293,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21,1197,81,5,6,40.90909090909091
294,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,17,1197,80,5,15,4.285714285714286
295,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19,796,46,5,20,0.9057879852255916
296,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,26,1248,74,5,8,26.0
297,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19,1197,85,5,11,5.8428571428571425
298,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24,1120,70,5,10,4.9375
299,Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,19,1430,87,5,15,3.0714285714285716
300,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19,1197,85,5,11,5.714285714285714
301,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18,1199,79,5,13,2.0
302,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20,1199,84,5,7,64.5
303,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16,796,37,4,19,1.0125
304,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25,1498,97,5,8,43.333333333333336
305,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25,1498,97,5,8,37.878787878787875
306,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16,1373,93,7,12,5.944444444444445
307,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19,1461,108,5,11,6.928838951310861
308,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,17,1497,117,5,11,6.041666666666667
309,Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,19,1430,87,5,42,30.0
310,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25,799,53,5,9,5.749975
311,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12,2494,100,8,12,5.0
312,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,20,998,67,5,8,8.723382978723404
313,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21,1396,88,5,7,48.4
314,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,23,1199,84,5,8,15.384615384615385
315,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,24,1186,73,5,7,17.93103448275862
316,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21,1197,83,5,9,13.0
317,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16,1298,88,5,14,5.603448275862069
318,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17,1197,85,5,13,3.5
319,Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,20,1197,81,5,11,8.0
320,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17,1197,80,5,15,3.1874875
321,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17,993,60,5,22,1.0833333333333333
322,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23,998,67,5,8,9.75
323,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12,2494,102,8,18,3.3666666666666667
324,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21,1248,73,5,14,1.0
325,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,23,1461,63,5,14,5.0
326,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17,993,60,5,23,0.6
327,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,17,1591,121,5,12,10.0
328,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18,998,67,5,18,1.0625
329,Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,19,1430,87,5,20,1.4166666666666667
330,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19,796,46,5,20,1.0625
331,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19,1248,73,5,14,2.9444444444444446
332,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19,998,66,5,15,0.8024691358024691
333,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20,1248,88,7,12,4.363636363636363
334,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17,1248,75,5,17,1.4166666666666667
335,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,23,1461,63,5,14,6.111111111111111
336,Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18,998,67,5,20,0.9888888888888889
337,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,15,1.8888888888888888
338,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17,1197,110,5,6,66.06060606060606
339,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17,1582,126,5,8,16.417910447761194
340,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22,1197,81,5,7,11.73076923076923
341,Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20,1198,67,5,9,8.375
342,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18,1197,82,5,10,10.874975
343,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14,2755,174,7,7,85.71428571428571
344,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20,799,53,5,7,30.0
345,Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18,1198,86,5,13,8.125
346,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17,1198,73,5,6,64.0
347,Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16,1498,97,5,13,50.0
348,Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23,1364,67,5,12,5.714285714285714
349,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20,1197,78,5,16,3.5833333333333335
350,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20,1461,83,5,11,14.25
351,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15,2179,140,7,13,7.311827956989247
352,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12,2494,102,7,17,4.0625
353,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15,1193,64,5,14,3.0
354,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14,1797,147,5,12,10.147058823529411
355,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14,2143,170,5,12,62.0
356,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25,624,37,4,13,3.5555555555555554
357,Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,23,1461,63,5,12,2.0833333333333335
358,Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,18,998,67,5,20,1.8571428571428572
359,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26,1248,74,5,9,9.166666666666666
360,Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20,1197,78,5,15,2.0
361,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25,799,53,5,9,10.0
362,Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16,1798,189,5,9,11.428571428571429
363,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14,2179,147,7,10,4.572727272727272
364,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,6,190.0
365,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,9,29.373320213250306
366,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,12,3.856503779373704
367,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27,1248,74,5,7,19.063812247211274
368,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,9,9.735547137749142
369,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,12,9.454417103670835
370,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81,5,6,115.63778687066359
371,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16,1496,88,5,8,24.47333385543112
372,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81,5,7,8.598575502658393
373,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24,1186,73,5,8,7.994315153668502
374,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88,5,6,110.77929465301479
375,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16,1984,150,5,7,1237.5
376,Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20,1197,78,5,15,1.4150943396226414
377,Toyota Etios Liva Diesel TRD Sportivo,2012,265000,162000,Diesel,Individual,Manual,Third Owner,19,1430,87,5,13,1.6358024691358024
378,Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11,2354,158,5,16,4.166666666666667
379,Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,26,1248,74,5,10,5.333333333333333
380,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,22,1582,126,5,11,7.642857142857143
381,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12,2494,102,8,20,1.0416666666666667
382,Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,13,3.0
383,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Individual,Manual,Second Owner,13,1599,103,5,16,1.588785046728972
384,Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16,1493,110,5,16,1.588785046728972
385,Maruti Alto 800 VXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,22,796,47,5,9,4.8
386,Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18,1497,117,5,7,1085.0
387,Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28,1248,74,5,8,39.473684210526315
388,Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17,1405,70,5,13,0.3584905660377358
389,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CNG,Individual,Manual,First Owner,20,1196,61,5,5,11.714257142857143
390,Maruti Alto K10 VXI,2014,215000,80000,Petrol,Individual,Manual,Second Owner,23,998,67,5,11,2.6875
391,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16,2179,140,7,9,25.8
392,Maruti Alto K10 LXI,2010,150000,80000,Petrol,Individual,Manual,First Owner,20,998,67,5,15,1.875
393,Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21,814,55,5,12,4.38
